Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss ($M),Affected Users,Incident Resolution Time (h),Loss per Affected User,Resolution Category,Loss norm,User norm,Res norm,Severity Score
China,2021,Phishing,Government,Hacker Group,Weak Passwords,Encryption,84.49,884734,6,0.0,Under a day,0.8442054477836969,0.8850082715262342,0.07042253521126761,0.7016897123919722
UK,2023,DDoS,IT,Hacker Group,Social Engineering,Firewall,52.75,638329,11,0.0,Under a day,0.5251784098904413,0.6384087044678252,0.14084507042253522,0.48228083037007524
India,2019,DDoS,Government,Insider,Unpatched Software,VPN,63.63,47191,28,0.0,1-3 days,0.6345361342848528,0.04680392829942825,0.38028169014084506,0.4073655836604239
Brazil,2023,Phishing,Retail,Unknown,Unpatched Software,Encryption,42.69,309021,2,0.0,Under a day,0.42406271987134386,0.308840675292806,0.014084507042253521,0.30750046393196445
Germany,2018,DDoS,Telecommunications,Nation-state,Weak Passwords,Firewall,15.14,834902,63,0.0,1-3 days,0.14715046738365667,0.8351369230322725,0.8732394366197183,0.49876419792545373
France,2016,DDoS,Banking,Insider,Unpatched Software,Antivirus,25.81,132286,66,0.0,1-3 days,0.25439742687707306,0.13196612126968177,0.9154929577464789,0.34988714136873683
France,2023,SQL Injection,Banking,Unknown,Unpatched Software,Antivirus,46.58,659062,42,0.0,1-3 days,0.4631621268469193,0.6591580757217445,0.5774647887323944,0.5448214438864618
France,2020,Malware,Telecommunications,Hacker Group,Social Engineering,Encryption,93.88,69492,29,0.0,1-3 days,0.9385867926424767,0.06912253768223128,0.39436619718309857,0.5689033970625275
Russia,2017,Phishing,IT,Nation-state,Zero-day,AI-based Detection,53.07,388154,29,0.0,1-3 days,0.5283948135491005,0.3880361605306587,0.39436619718309857,0.45948149437036756
Brazil,2024,DDoS,Government,Hacker Group,Zero-day,VPN,24.23,889448,20,0.0,Under a day,0.23851643381244347,0.8897259938091154,0.2676056338028169,0.43969714180951974
UK,2022,Phishing,Retail,Hacker Group,Unpatched Software,Antivirus,49.08,445458,36,0.0,1-3 days,0.488290280430194,0.44538540908777025,0.49295774647887325,0.47635231223720276
UK,2019,Phishing,Banking,Hacker Group,Weak Passwords,AI-based Detection,84.5,828382,4,0.0,Under a day,0.84430596039803,0.8286117746902306,0.04225352112676056,0.6791872168314362
Russia,2024,SQL Injection,Education,Insider,Weak Passwords,AI-based Detection,99.31,362492,63,0.0,1-3 days,0.9931651422253494,0.36235389722491046,0.8732394366197183,0.7799366276040914
Japan,2021,Man-in-the-Middle,Healthcare,Hacker Group,Weak Passwords,AI-based Detection,55.4,68886,41,0.0,1-3 days,0.5518142526887124,0.06851605917068566,0.5633802816901409,0.4091380004335901
Japan,2017,DDoS,Education,Unknown,Unpatched Software,Encryption,7.84,165722,23,0.0,Under a day,0.07377625892049453,0.16542852310472964,0.30985915492957744,0.14848851737758165
India,2020,SQL Injection,Government,Insider,Weak Passwords,Encryption,99.72,604113,7,0.0,Under a day,0.9972861594130064,0.6041656867268275,0.08450704225352113,0.6967941941752556
France,2019,Man-in-the-Middle,Healthcare,Unknown,Unpatched Software,VPN,39.48,450466,52,0.0,1-3 days,0.3917981706704191,0.45039736351981713,0.7183098591549296,0.47468026622214066
Australia,2019,Phishing,Banking,Hacker Group,Zero-day,AI-based Detection,1.13,507976,70,0.0,1-3 days,0.006332294702985224,0.5079527747392693,0.971830985915493,0.349918176956372
India,2018,DDoS,Banking,Hacker Group,Unpatched Software,AI-based Detection,43.45,180980,15,0.0,Under a day,0.43170167856065944,0.18069857117265523,0.19718309859154928,0.30949703035043613
France,2020,Ransomware,Healthcare,Insider,Zero-day,Firewall,37.36,745273,67,0.0,1-3 days,0.3704894964318022,0.74543714991128,0.9295774647887324,0.5947913861470315
Germany,2023,SQL Injection,Telecommunications,Unknown,Unpatched Software,Encryption,94.14,536737,44,0.0,1-3 days,0.9412001206151372,0.5367364850867334,0.6056338028169014,0.752747766396969
Germany,2020,SQL Injection,Banking,Insider,Unpatched Software,Antivirus,65.24,202102,54,0.0,1-3 days,0.6507186651924817,0.20183724958992647,0.7464788732394366,0.5352062821211061
Brazil,2021,DDoS,Education,Unknown,Zero-day,AI-based Detection,80.79,134998,42,0.0,1-3 days,0.8070157804804504,0.13468026272729183,0.5774647887323944,0.5594049268048916
India,2015,Ransomware,Banking,Nation-state,Unpatched Software,Encryption,81.81,41635,37,0.0,1-3 days,0.8172680671424264,0.041243541153970484,0.5070422535211268,0.5224155466216297
Japan,2022,Phishing,Telecommunications,Unknown,Zero-day,Antivirus,35.54,604908,25,0.0,1-3 days,0.35219620062317825,0.6049613144771224,0.3380281690140845,0.42519212845754273
France,2020,Man-in-the-Middle,IT,Nation-state,Zero-day,Antivirus,88.42,688016,26,0.0,1-3 days,0.8837069052166048,0.68813493846645,0.352112676056338,0.7187164693595051
Brazil,2020,Ransomware,IT,Hacker Group,Weak Passwords,AI-based Detection,56.59,679131,55,0.0,1-3 days,0.5637752537943512,0.6792429226659834,0.7605633802816901,0.6377731797533087
India,2015,DDoS,Retail,Insider,Unpatched Software,Antivirus,39.28,585934,13,0.0,Under a day,0.3897879183837572,0.5859723321700822,0.16901408450704225,0.40448847574431174
USA,2023,Man-in-the-Middle,IT,Nation-state,Unpatched Software,Encryption,88.81,762605,53,0.0,1-3 days,0.8876268971755956,0.7627828356573336,0.7323943661971831,0.8191271725244346
UK,2021,Malware,Healthcare,Unknown,Zero-day,Encryption,58.9,984973,30,0.0,1-3 days,0.586993667705297,0.9853264225473899,0.4084507042253521,0.6707849014619359
Russia,2020,Phishing,Education,Nation-state,Unpatched Software,VPN,9.52,889970,20,0.0,Under a day,0.09066237812845512,0.8902484059923279,0.2676056338028169,0.3659268376224893
USA,2020,Phishing,Healthcare,Insider,Zero-day,Antivirus,39.92,376443,20,0.0,Under a day,0.3962207257010755,0.37631591325555863,0.2676056338028169,0.3645262635877687
UK,2023,Phishing,Retail,Nation-state,Weak Passwords,Encryption,28.54,699386,20,0.0,Under a day,0.2818373705900091,0.6995139164801027,0.2676056338028169,0.40429398699959873
Russia,2020,Man-in-the-Middle,Retail,Nation-state,Zero-day,Antivirus,74.11,158758,72,0.0,1-3 days,0.7398733541059404,0.15845902417007018,1.0,0.6174743843039913
China,2021,Man-in-the-Middle,Banking,Insider,Social Engineering,VPN,85.26,812101,52,0.0,1-3 days,0.8519449190873456,0.8123179188379631,0.7183098591549296,0.8133298070260477
UK,2020,Phishing,Telecommunications,Insider,Zero-day,AI-based Detection,43.72,402744,65,0.0,1-3 days,0.43441551914765303,0.4026376811304119,0.9014084507042254,0.5182807540537951
Japan,2015,Malware,Healthcare,Unknown,Social Engineering,Firewall,77.01,182338,72,0.0,1-3 days,0.7690220122625391,0.18205764348070627,1.0,0.6391282991754814
Germany,2017,Man-in-the-Middle,Banking,Unknown,Weak Passwords,AI-based Detection,88.03,587213,32,0.0,1-3 days,0.8797869132576139,0.5872523420979152,0.43661971830985913,0.7033931029201533
France,2024,DDoS,Government,Nation-state,Zero-day,AI-based Detection,86.65,419571,72,0.0,1-3 days,0.8659161724796463,0.4194779681168442,1.0,0.7588014766748763
Germany,2017,SQL Injection,IT,Nation-state,Unpatched Software,Antivirus,33.79,772541,46,0.0,1-3 days,0.33460649311488594,0.7727266813515864,0.6338028169014085,0.5258818143432006
Germany,2020,SQL Injection,Retail,Nation-state,Unpatched Software,AI-based Detection,76.04,759384,22,0.0,Under a day,0.7592722886722285,0.7595592922816102,0.29577464788732394,0.6666588615980621
China,2015,Ransomware,Government,Insider,Unpatched Software,VPN,57.59,887037,39,0.0,1-3 days,0.5738265152276611,0.8873130900280322,0.5352112676056338,0.6601494381433669
China,2016,Ransomware,IT,Insider,Unpatched Software,Encryption,37.22,788555,43,0.0,1-3 days,0.3690823198311388,0.7887533263745095,0.5915492957746479,0.5394770169828518
India,2020,Man-in-the-Middle,Telecommunications,Unknown,Unpatched Software,VPN,57.89,438137,18,0.0,Under a day,0.576841893657654,0.4380586282576953,0.23943661971830985,0.46772585924979754
Australia,2024,Ransomware,Government,Hacker Group,Zero-day,Firewall,3.37,414907,42,0.0,1-3 days,0.02884712031359936,0.4148102853151136,0.5774647887323944,0.2543596034978126
Australia,2021,Ransomware,Telecommunications,Hacker Group,Zero-day,AI-based Detection,88.2,576302,2,0.0,Under a day,0.8814956277012765,0.5763327265212252,0.014084507042253521,0.6164645332154566
USA,2020,DDoS,IT,Insider,Social Engineering,Encryption,96.08,156275,24,0.0,Under a day,0.9606995677957584,0.15597406353613,0.323943661971831,0.5919307353530844
Japan,2024,DDoS,Government,Nation-state,Unpatched Software,VPN,84.36,234154,42,0.0,1-3 days,0.8428987837973666,0.2339145585867249,0.5774647887323944,0.6071167172211797
Brazil,2022,Phishing,IT,Hacker Group,Unpatched Software,VPN,92.58,176386,63,0.0,1-3 days,0.9255201527791738,0.17610094364453555,0.8732394366197183,0.6902382468068912
Japan,2015,Malware,Healthcare,Unknown,Zero-day,Encryption,27.92,775042,12,0.0,Under a day,0.27560558850135697,0.7752296561987408,0.15492957746478872,0.4013576066032585
Germany,2016,Phishing,Telecommunications,Hacker Group,Unpatched Software,Encryption,46.28,992092,3,0.0,Under a day,0.4601467484169264,0.9924510438736163,0.028169014084507043,0.5334424901874495
France,2016,Ransomware,Education,Hacker Group,Unpatched Software,AI-based Detection,25.55,883536,66,0.0,1-3 days,0.2517840989044125,0.8838093255578652,0.9154929577464789,0.5741334386688616
France,2017,Phishing,Banking,Hacker Group,Social Engineering,AI-based Detection,15.14,276541,16,0.0,Under a day,0.14715046738365667,0.2763350283373582,0.2112676056338028,0.19872926331979635
India,2024,Phishing,Telecommunications,Unknown,Unpatched Software,Antivirus,50.64,513620,65,0.0,1-3 days,0.5039702482661574,0.5136012313715521,0.9014084507042254,0.5863471836853894
Germany,2022,Phishing,Banking,Nation-state,Social Engineering,Encryption,31.73,397919,22,0.0,Under a day,0.3139008945622676,0.3978088711993763,0.29577464788732394,0.3354480382184115
Russia,2021,Phishing,Telecommunications,Hacker Group,Zero-day,VPN,73.93,32743,18,0.0,Under a day,0.7380641270479447,0.03234451982614283,0.23943661971830985,0.4266227434154771
Germany,2020,Phishing,Government,Insider,Zero-day,Encryption,40.62,318648,1,0.0,Under a day,0.4032566087043924,0.3184752769935479,0.0,0.29717088745026055
USA,2022,Ransomware,Education,Insider,Weak Passwords,VPN,14.5,353297,58,0.0,1-3 days,0.14071766006633835,0.35315163664131,0.8028169014084507,0.3368677013072523
Russia,2017,Malware,IT,Insider,Weak Passwords,Firewall,20.85,484009,41,0.0,1-3 days,0.2045431701678561,0.4839668498445273,0.5633802816901409,0.3601376963753144
Russia,2024,Malware,Government,Hacker Group,Zero-day,Firewall,49.51,872411,5,0.0,Under a day,0.49261232284651724,0.8726755410018504,0.056338028169014086,0.5193764293576165
Germany,2023,Man-in-the-Middle,Education,Unknown,Social Engineering,Encryption,26.14,876348,1,0.0,Under a day,0.25771434315006536,0.8766156497476509,0.0,0.39184186649932795
China,2021,SQL Injection,Government,Hacker Group,Weak Passwords,Antivirus,13.76,11310,71,0.0,1-3 days,0.13327972660568901,0.010894595836114695,0.9859154929577465,0.2670913406452282
UK,2018,SQL Injection,Retail,Nation-state,Zero-day,VPN,72.21,597358,30,0.0,1-3 days,0.7207759573826515,0.5974053528233777,0.4084507042253521,0.6212997253834095
India,2022,SQL Injection,Healthcare,Unknown,Unpatched Software,VPN,91.91,180456,8,0.0,Under a day,0.9187858076188562,0.18017415741019666,0.09859154929577464,0.533163460891642
Russia,2021,DDoS,Retail,Nation-state,Social Engineering,Encryption,79.06,368255,17,0.0,Under a day,0.7896270982008242,0.3681214478223318,0.22535211267605634,0.550320405982323
India,2022,Malware,Education,Insider,Unpatched Software,Encryption,7.17,268414,9,0.0,Under a day,0.0670419137601769,0.2682016110711351,0.11267605633802817,0.1365166514690346
China,2019,SQL Injection,Healthcare,Insider,Zero-day,Firewall,79.28,891504,63,0.0,1-3 days,0.7918383757161525,0.8917836172740292,0.8732394366197183,0.8381021603642287
Japan,2023,Phishing,Healthcare,Nation-state,Weak Passwords,Antivirus,48.25,3395,58,0.01,1-3 days,0.4799477334405468,0.0029733459699703064,0.8028169014084507,0.40142925079295466
China,2023,Ransomware,Education,Unknown,Weak Passwords,AI-based Detection,45.88,164890,20,0.0,Under a day,0.4561262438436024,0.16459586613838317,0.2676056338028169,0.3309630085238795
India,2020,SQL Injection,Banking,Insider,Social Engineering,AI-based Detection,89.8,895388,54,0.0,1-3 days,0.8975776459945723,0.89567068416981,0.7464788732394366,0.8667858028961165
India,2020,SQL Injection,Telecommunications,Nation-state,Weak Passwords,Antivirus,17.47,436517,61,0.0,1-3 days,0.17056990652326867,0.43643734906841497,0.8450704225352113,0.38523024248920107
India,2018,Phishing,IT,Nation-state,Weak Passwords,Firewall,70.85,677164,7,0.0,Under a day,0.70710624183335,0.6772743694775177,0.08450704225352113,0.5736368402106345
Russia,2024,Man-in-the-Middle,Banking,Nation-state,Weak Passwords,Firewall,93.13,414192,34,0.0,1-3 days,0.9310483465674942,0.41409472073465964,0.4647887323943662,0.6827103359830182
Russia,2021,Man-in-the-Middle,Retail,Insider,Unpatched Software,VPN,39.73,80069,8,0.0,Under a day,0.3943109860287466,0.0797078895248351,0.09859154929577464,0.24078616973097874
UK,2016,Phishing,IT,Unknown,Zero-day,Firewall,1.28,604185,57,0.0,1-3 days,0.007839983917981708,0.6042377435796844,0.7887323943661971,0.3429377939061356
Brazil,2021,SQL Injection,IT,Unknown,Weak Passwords,Encryption,83.99,807733,18,0.0,Under a day,0.8391798170670419,0.8079464697646443,0.23943661971830985,0.7098611734065763
France,2019,SQL Injection,Telecommunications,Nation-state,Social Engineering,AI-based Detection,16.51,945154,63,0.0,1-3 days,0.16092069554729121,0.9454759805486529,0.8732394366197183,0.5387510292621851
Germany,2023,Malware,Retail,Unknown,Unpatched Software,Firewall,62.43,918454,15,0.0,Under a day,0.6224746205648809,0.9187548976142176,0.19718309859154928,0.6263003992850156
Australia,2017,Phishing,Retail,Unknown,Zero-day,Firewall,56.1,450205,32,0.0,1-3 days,0.5588501356920293,0.45013615742821084,0.43661971830985913,0.5017898587364498
Japan,2016,Malware,Telecommunications,Hacker Group,Social Engineering,VPN,87.52,476001,58,0.0,1-3 days,0.8746607699266258,0.4759525265434428,0.8028169014084507,0.7406795232080359
Russia,2018,Phishing,IT,Hacker Group,Zero-day,Encryption,65.88,503520,48,0.0,1-3 days,0.6571514725098,0.5034932561791253,0.6619718309859155,0.6120180793058208
USA,2024,SQL Injection,Retail,Nation-state,Zero-day,VPN,86.29,457411,34,0.0,1-3 days,0.8622977183636548,0.45734784745163937,0.4647887323943662,0.6613109598961924
China,2018,Malware,Education,Unknown,Weak Passwords,AI-based Detection,62.82,580609,29,0.0,1-3 days,0.6263946125238717,0.5806431274275403,0.39436619718309857,0.5662634839268177
UK,2022,Phishing,Banking,Hacker Group,Social Engineering,Antivirus,18.45,848022,10,0.0,Under a day,0.18042014272791235,0.8482672828861972,0.1267605633802817,0.37004236890587167
Brazil,2022,Phishing,Education,Unknown,Unpatched Software,AI-based Detection,75.42,761590,45,0.0,1-3 days,0.7530405065835762,0.7617670341899759,0.6197183098591549,0.728994025520612
Brazil,2022,DDoS,Education,Nation-state,Social Engineering,VPN,17.68,366968,47,0.0,1-3 days,0.17268067142426374,0.36683343157751463,0.647887323943662,0.32596782997411866
Brazil,2021,Man-in-the-Middle,Education,Insider,Social Engineering,Firewall,27.95,625370,24,0.0,Under a day,0.2759071263443562,0.6254394717432054,0.323943661971831,0.39037413708950597
UK,2018,Ransomware,Healthcare,Unknown,Unpatched Software,Encryption,60.01,193378,32,0.0,1-3 days,0.598150567896271,0.1931063609187649,0.43661971830985913,0.4443311358857368
Brazil,2024,DDoS,Healthcare,Insider,Zero-day,Encryption,92.34,375691,21,0.0,Under a day,0.9231078500351795,0.3755633194590532,0.28169014084507044,0.6305609490243198
Australia,2017,SQL Injection,Banking,Insider,Unpatched Software,VPN,7.21,526324,39,0.0,1-3 days,0.0674439642175093,0.5263152627423037,0.5352112676056338,0.2986588144525725
France,2020,Malware,Healthcare,Hacker Group,Social Engineering,AI-based Detection,76.42,50468,64,0.0,1-3 days,0.7630917680168862,0.0500835158940404,0.8873239436619719,0.5740357275090496
India,2020,Phishing,IT,Insider,Zero-day,AI-based Detection,3.2,922656,17,0.0,Under a day,0.02713840586993668,0.9229602156101164,0.22535211267605634,0.3355276901532145
India,2018,Ransomware,Retail,Insider,Weak Passwords,VPN,62.59,498457,12,0.0,Under a day,0.6240828223942105,0.49842625831781273,0.15492957746478872,0.4925552041854068
Brazil,2023,SQL Injection,Education,Hacker Group,Social Engineering,Encryption,89.04,351850,21,0.0,Under a day,0.8899386873052569,0.35170349405681084,0.28169014084507044,0.6068184200386858
USA,2015,DDoS,Retail,Unknown,Social Engineering,Firewall,76.95,391982,46,0.0,1-3 days,0.7684189365765405,0.39186718320755076,0.6338028169014085,0.6285301866308172
Australia,2021,Malware,Telecommunications,Nation-state,Zero-day,Antivirus,51.66,247243,69,0.0,1-3 days,0.5142225349281335,0.24701389396233628,0.9577464788732394,0.5227647314274155
Japan,2020,Phishing,Banking,Insider,Unpatched Software,Encryption,39.33,257190,14,0.0,Under a day,0.39029048145542267,0.2569687483424422,0.18309859154929578,0.3088555835403031
Australia,2015,SQL Injection,Retail,Nation-state,Unpatched Software,AI-based Detection,89.77,804658,23,0.0,Under a day,0.897276108151573,0.8048690416738807,0.30985915492957744,0.7520705975638663
Russia,2024,Man-in-the-Middle,Education,Insider,Social Engineering,Antivirus,75.95,758032,30,0.0,1-3 days,0.7583676751432306,0.7582062247112972,0.4084507042253521,0.6883358458300749
France,2017,DDoS,Telecommunications,Unknown,Weak Passwords,AI-based Detection,13.31,381948,46,0.0,1-3 days,0.12875665896069957,0.38182526013024276,0.6338028169014085,0.30568647089970435
Australia,2018,DDoS,Retail,Unknown,Weak Passwords,Firewall,40.0,152435,26,0.0,1-3 days,0.3970248266157403,0.1521310313837618,0.352112676056338,0.3145742579342663
Brazil,2020,Ransomware,Banking,Nation-state,Zero-day,AI-based Detection,99.9,429566,54,0.0,1-3 days,0.9990953864710023,0.4294808603988547,0.7464788732394366,0.7776877260030449
Germany,2022,Ransomware,Healthcare,Nation-state,Zero-day,AI-based Detection,61.99,496292,21,0.0,Under a day,0.6180520655342246,0.4962595487839906,0.28169014084507044,0.5142419255713236
Germany,2023,Man-in-the-Middle,Healthcare,Insider,Unpatched Software,AI-based Detection,75.8,943724,58,0.0,1-3 days,0.756859985928234,0.944044851387745,0.8028169014084507,0.8222068286621307
Japan,2022,Man-in-the-Middle,Government,Unknown,Weak Passwords,AI-based Detection,39.87,243600,40,0.0,1-3 days,0.39571816262941,0.24336801736570154,0.5492957746478874,0.38072864145399293
USA,2017,Phishing,IT,Nation-state,Zero-day,Antivirus,48.96,480386,18,0.0,Under a day,0.4870841290581968,0.48034098904035283,0.23943661971830985,0.43553168518486624
India,2020,Ransomware,Healthcare,Insider,Social Engineering,Firewall,70.67,564046,39,0.0,1-3 days,0.7052970147753543,0.5640670489015833,0.5352112676056338,0.6289108755792788
Japan,2022,Malware,Retail,Nation-state,Weak Passwords,Antivirus,26.7,50007,19,0.0,Under a day,0.26334304955271887,0.04962215187783161,0.2535211267605634,0.19726239569182158
Australia,2023,Malware,Retail,Hacker Group,Social Engineering,VPN,99.72,307143,1,0.0,Under a day,0.9972861594130064,0.30696119238078845,0.0,0.5907314374207397
Russia,2023,DDoS,IT,Insider,Unpatched Software,Firewall,22.71,356964,27,0.0,1-3 days,0.22323851643381246,0.35682153218889706,0.36619718309859156,0.2919051544932937
USA,2024,SQL Injection,Retail,Hacker Group,Social Engineering,Antivirus,94.83,891369,71,0.0,1-3 days,0.9481354910041211,0.8916485106749226,0.9859154929577465,0.9387453972960866
Japan,2020,DDoS,Retail,Insider,Unpatched Software,VPN,37.81,482700,55,0.0,1-3 days,0.3750125640767917,0.4826568162280039,0.7605633802816901,0.48441600296313503
China,2018,Phishing,Healthcare,Hacker Group,Unpatched Software,Antivirus,42.93,596628,60,0.0,1-3 days,0.42647502261533826,0.5966747763985785,0.8309859154929577,0.5584371273258342
Russia,2022,Ransomware,Telecommunications,Unknown,Zero-day,VPN,89.33,776295,40,0.0,1-3 days,0.8928535531209167,0.7764836455963755,0.5492957746478874,0.7892310251689485
USA,2016,Phishing,Banking,Insider,Weak Passwords,Encryption,38.58,447486,7,0.0,Under a day,0.3827520353804402,0.4474150104432397,0.08450704225352113,0.3425019292738962
USA,2022,Man-in-the-Middle,Retail,Nation-state,Zero-day,VPN,75.51,298887,44,0.0,1-3 days,0.7539451201125742,0.29869867325319677,0.6056338028169014,0.5877089225956265
India,2015,Ransomware,Government,Nation-state,Unpatched Software,VPN,56.3,59582,56,0.0,1-3 days,0.5608603879786913,0.05920471251817684,0.7746478873239436,0.45312118520958744
Brazil,2024,Ransomware,Healthcare,Hacker Group,Social Engineering,Encryption,6.67,553944,64,0.0,1-3 days,0.06201628304352196,0.5539570721299105,0.8873239436619719,0.3746600518931285
Russia,2024,Ransomware,Banking,Nation-state,Social Engineering,Antivirus,80.29,507258,30,0.0,1-3 days,0.8019901497637955,0.5072342077899463,0.4084507042253521,0.634855478063952
Russia,2024,DDoS,Government,Hacker Group,Zero-day,AI-based Detection,94.6,82500,28,0.0,1-3 days,0.9458237008744598,0.08214080909837862,0.38028169014084506,0.5736104311949125
Germany,2021,SQL Injection,Retail,Nation-state,Zero-day,Antivirus,27.54,383781,57,0.0,1-3 days,0.27178610915669915,0.3836597075092248,0.7887323943661971,0.40873744570435644
Australia,2020,Ransomware,Banking,Insider,Zero-day,Antivirus,97.48,647303,37,0.0,1-3 days,0.9747713338023923,0.6473897905447398,0.5070422535211268,0.7830110547688435
USA,2016,Phishing,IT,Nation-state,Weak Passwords,Antivirus,68.23,877998,23,0.0,Under a day,0.6807719368780782,0.8782669526256216,0.30985915492957744,0.6658378852126411
India,2015,SQL Injection,Government,Nation-state,Unpatched Software,Firewall,56.84,631420,68,0.0,1-3 days,0.5662880691526787,0.6314942489624313,0.9436619718309859,0.6613247036312659
France,2023,Ransomware,Telecommunications,Hacker Group,Zero-day,AI-based Detection,84.79,263566,64,0.0,1-3 days,0.8472208262136899,0.26334978297877026,0.8873239436619719,0.6800801367328704
UK,2021,Ransomware,Banking,Nation-state,Weak Passwords,VPN,4.22,65148,15,0.0,Under a day,0.03739069253191275,0.06477510755986474,0.19718309859154928,0.07756449825222567
Russia,2020,Ransomware,Telecommunications,Unknown,Weak Passwords,AI-based Detection,58.73,345623,67,0.0,1-3 days,0.5852849532616343,0.34547157707431164,0.9295774647887324,0.5821994427108571
China,2015,Ransomware,IT,Nation-state,Unpatched Software,Encryption,60.43,962452,34,0.0,1-3 days,0.6023720976982612,0.9627876394475241,0.4647887323943662,0.682980087162261
Germany,2024,Phishing,IT,Nation-state,Weak Passwords,AI-based Detection,2.85,951767,10,0.0,Under a day,0.02362046436827822,0.9520942023256349,0.1267605633802817,0.32279060555788597
UK,2016,SQL Injection,Education,Hacker Group,Social Engineering,Firewall,43.55,712306,29,0.0,1-3 days,0.43270680470399037,0.712444118409425,0.39436619718309857,0.5089598773114424
UK,2016,Ransomware,Telecommunications,Hacker Group,Social Engineering,Encryption,11.83,365116,66,0.0,1-3 days,0.11388079203940095,0.3649799691956954,0.9154929577464789,0.3495329783277049
USA,2021,Man-in-the-Middle,Banking,Unknown,Unpatched Software,Firewall,64.96,485702,51,0.0,1-3 days,0.6479043119911548,0.4856611866762876,0.704225352112676,0.6104955824209989
USA,2023,SQL Injection,IT,Hacker Group,Social Engineering,Encryption,19.37,49480,17,0.0,Under a day,0.18966730324655745,0.04909473574650399,0.22535211267605634,0.15463249488244118
Australia,2019,Phishing,Education,Insider,Unpatched Software,Firewall,46.64,971148,44,0.0,1-3 days,0.4637652025329179,0.9714905060092413,0.6056338028169014,0.6444565136326117
USA,2018,DDoS,Banking,Unknown,Social Engineering,VPN,31.54,513005,62,0.0,1-3 days,0.31199115488993867,0.5129857457533994,0.8591549295774648,0.4817222870864821
Germany,2019,Malware,Retail,Unknown,Zero-day,VPN,6.47,360381,62,0.0,1-3 days,0.060006030756859986,0.36024123033073097,0.8591549295774648,0.3099063703931422
Brazil,2021,DDoS,Banking,Unknown,Weak Passwords,Encryption,96.23,649383,59,0.0,1-3 days,0.9622072570107549,0.6494714329606059,0.8169014084507042,0.8393253400837001
Germany,2022,SQL Injection,Banking,Nation-state,Social Engineering,Encryption,89.74,155736,63,0.0,1-3 days,0.8969745703085737,0.15543463792932624,0.8732394366197183,0.6697655638570283
USA,2023,Malware,Healthcare,Unknown,Social Engineering,Antivirus,54.29,443715,54,0.0,1-3 days,0.5406573524977385,0.4436410327748594,0.7464788732394366,0.5527167607292144
Australia,2022,DDoS,Telecommunications,Nation-state,Zero-day,VPN,4.81,683733,65,0.0,1-3 days,0.043320936777565586,0.6838485565110872,0.9014084507042254,0.40709672548295406
Brazil,2019,DDoS,Healthcare,Unknown,Zero-day,Firewall,42.16,400214,58,0.0,1-3 days,0.4187355513116896,0.4001056833841901,0.8028169014084507,0.48996286095279196
Brazil,2024,Ransomware,IT,Hacker Group,Zero-day,VPN,74.06,813472,17,0.0,Under a day,0.7393707910342748,0.8136900014111134,0.22535211267605634,0.6588628184756827
France,2021,Ransomware,Banking,Nation-state,Weak Passwords,Antivirus,27.1,199832,54,0.0,1-3 days,0.26736355412604285,0.19956545714568794,0.7464788732394366,0.3428471888546151
India,2017,Malware,IT,Insider,Weak Passwords,Firewall,22.04,210495,18,0.0,Under a day,0.21650417127349483,0.21023687689587084,0.23943661971830985,0.21921047264917062
China,2023,Man-in-the-Middle,Education,Hacker Group,Unpatched Software,VPN,49.53,923445,42,0.0,1-3 days,0.49281334807518345,0.9237498386226732,0.5774647887323944,0.6390245833708725
Japan,2019,Man-in-the-Middle,Education,Insider,Unpatched Software,AI-based Detection,1.72,407485,22,0.0,Under a day,0.012262538948638055,0.4073824247331144,0.29577464788732394,0.18750092647171815
Russia,2020,Man-in-the-Middle,Government,Unknown,Zero-day,Firewall,97.39,517452,9,0.0,Under a day,0.9738667202733944,0.5174362572069363,0.11267605633802817,0.6646994485663837
Germany,2017,Ransomware,Retail,Nation-state,Zero-day,Antivirus,68.73,509742,43,0.0,1-3 days,0.6857975675947332,0.5097201692135095,0.5915492957746479,0.614124693716349
USA,2019,Malware,Healthcare,Nation-state,Weak Passwords,Antivirus,57.85,412236,36,0.0,1-3 days,0.5764398432003217,0.4121371762320471,0.49295774647887325,0.5104526237655497
Germany,2017,Malware,Healthcare,Hacker Group,Unpatched Software,VPN,6.58,592988,43,0.0,1-3 days,0.061111669514524077,0.5930319021708128,0.5915492957746479,0.3267752645634354
USA,2019,Ransomware,Banking,Hacker Group,Zero-day,VPN,47.25,451510,45,0.0,1-3 days,0.46989647200723694,0.45144218788624224,0.6197183098591549,0.4943245543413221
India,2021,Ransomware,Education,Insider,Unpatched Software,Firewall,20.26,144065,62,0.0,1-3 days,0.19861292592220325,0.1437544222391467,0.8591549295774648,0.3142637755483386
India,2024,DDoS,Telecommunications,Hacker Group,Weak Passwords,VPN,85.02,700440,23,0.0,Under a day,0.8495326163433511,0.700568748742758,0.30985915492957744,0.6969087637804184
France,2024,Phishing,IT,Unknown,Zero-day,Antivirus,64.54,255689,54,0.0,1-3 days,0.6436827821891649,0.25546656311830035,0.7464788732394366,0.5477771346779599
Japan,2017,Malware,Retail,Unknown,Zero-day,Antivirus,74.01,750473,41,0.0,1-3 days,0.7388682279626094,0.7506412559509453,0.5633802816901409,0.7073025471046166
